Number,Actual value,Fast runtime,FastN runtime,Impl1 runtime,Impl2 runtime,Fast abs err,Fast rel err,FastN abs err,FastN rel err,
1.09977e+09,3.01543e-05,0.023,0.197,0.636,0.683,1.13328e-06,0.0375827,6.3088e-08,0.00209217,
0.094501,3.25298,0.027,0.123,0.735,0.662,-0.0630863,-0.0193934,0.00184703,0.000567795,
4.27108e+10,4.83873e-06,0.024,0.206,0.544,0.599,-9.18403e-08,-0.0189803,2.63117e-09,0.000543773,
3.00752e+09,1.82346e-05,0.029,0.146,0.813,0.713,-2.86534e-07,-0.0157138,6.78847e-09,0.000372286,
3199.79,0.0176782,0.044,0.188,0.897,0.609,-2.24356e-05,-0.00126911,4.28408e-08,2.42336e-06,
5.78545e+06,0.000415749,0.034,0.239,0.573,1.004,-5.2379e-06,-0.0125987,9.94187e-08,0.000239131,
5.9117e+12,4.11286e-07,0.045,0.196,0.559,0.642,-4.0298e-09,-0.00979806,5.94014e-11,0.000144428,
461348,0.00147226,0.039,0.145,0.614,0.644,-2.5872e-05,-0.0175729,6.85919e-07,0.000465894,
1.53456e+06,0.000807251,0.043,0.197,0.552,0.627,-1.4189e-05,-0.017577,3.76254e-07,0.000466093,
2.02167e+06,0.000703307,0.045,0.138,0.573,0.696,-4.7182e-06,-0.00670859,4.76139e-08,6.77e-05,
16784.2,0.00771879,0.042,0.189,0.622,0.694,0.000289775,0.0375415,1.61142e-05,0.00208766,
1.26862,0.887838,0.042,0.149,0.549,0.685,-0.00202751,-0.00228365,6.91414e-06,7.78761e-06,
1.01742e+07,0.00031351,0.042,0.358,0.568,0.656,-5.73252e-06,-0.018285,1.58179e-07,0.000504544,
39685.5,0.00501977,0.051,0.141,0.785,0.668,-9.15159e-05,-0.0182311,2.5183e-06,0.000501675,
24.8093,0.200767,0.043,0.197,0.553,0.626,-0.00407679,-0.0203061,0.000125021,0.000622715,
1448.03,0.0262791,0.045,0.201,0.828,0.648,-0.000392685,-0.0149428,8.8457e-06,0.000336606,
1502.55,0.025798,0.043,0.546,0.637,0.877,-0.000457896,-0.0177493,1.22637e-05,0.000475372,
2.14634e+09,2.15849e-05,0.05,0.182,0.617,0.669,2.31012e-10,1.07024e-05,0,0,
263905,0.0019466,0.056,0.134,0.663,0.694,8.06957e-05,0.0414547,4.94847e-06,0.00254211,
3553.12,0.0167763,0.05,0.181,0.917,0.641,0.000423416,0.025239,1.58958e-05,0.000947518,
0.000129812,87.7694,0.05,0.188,0.537,0.715,-0.699982,-0.00797524,0.00839233,9.5618e-05,
1855.84,0.0232129,0.05,0.183,0.698,0.652,-0.000347562,-0.0149728,7.84546e-06,0.000337978,
89.4504,0.105733,0.042,0.286,0.653,0.608,-0.00146813,-0.0138853,3.07187e-05,0.000290532,
1.36951e+12,8.54509e-07,0.041,0.136,0.829,0.753,3.70108e-10,0.000433123,2.84217e-13,3.32608e-07,
1774.45,0.0237393,0.05,0.196,0.688,0.732,-0.000442123,-0.0186241,1.24257e-05,0.000523424,
3.81327,0.512096,0.05,0.298,0.65,0.645,0.0219145,0.0427938,0.0013867,0.0027079,
6.72686e+08,3.85562e-05,0.05,0.285,0.69,0.691,-7.36894e-07,-0.0191122,2.12603e-08,0.000551413,
0.0640951,3.94991,0.049,0.183,0.819,0.948,0.14735,0.0373047,0.00814247,0.00206143,
650.076,0.0392209,0.056,0.183,0.576,0.701,-0.000754151,-0.0192283,2.18898e-05,0.000558116,
3.65235e+08,5.23256e-05,0.054,0.184,0.976,0.954,-5.83979e-07,-0.0111605,9.80799e-09,0.000187442,
1.01023e+08,9.94924e-05,0.047,0.339,0.738,0.648,-1.90914e-06,-0.0191888,5.53046e-08,0.000555867,
2.29608e+07,0.000208692,0.049,0.135,0.57,0.645,-2.4597e-06,-0.0117862,4.36703e-08,0.000209257,
12643.1,0.00889352,0.053,0.137,0.856,0.64,-3.12505e-05,-0.00351385,1.64844e-07,1.85353e-05,
27.1801,0.191811,0.051,0.188,0.694,0.895,-0.00377162,-0.0196632,0.000111982,0.000583815,
3.63062e+11,1.65962e-06,0.049,0.131,0.977,0.749,-1.27748e-08,-0.00769739,1.47907e-10,8.91206e-05,
1.7717e+10,7.51286e-06,0.054,0.137,0.699,0.749,2.70995e-07,0.0360708,1.44869e-08,0.00192828,
4.46268e+07,0.000149693,0.049,0.183,0.665,0.654,-2.77888e-06,-0.0185638,7.78527e-08,0.000520082,
7.704e+09,1.13931e-05,0.053,0.197,0.79,0.765,-1.82059e-07,-0.0159798,4.3874e-09,0.000385093,
191181,0.00228706,0.056,0.132,0.679,0.723,-2.6895e-05,-0.0117596,4.76371e-07,0.00020829,
5.4477e+07,0.000135486,0.035,0.14,0.553,0.827,9.31002e-07,0.00687159,9.57516e-09,7.06729e-05,
7.53601e+09,1.15194e-05,0.027,0.347,0.542,0.689,-2.04977e-07,-0.0177941,5.50426e-09,0.000477826,
1.35043e+11,2.72122e-06,0.029,0.176,0.761,0.624,-9.10109e-09,-0.00334448,4.59295e-11,1.68783e-05,
29.0338,0.185587,0.023,0.142,0.741,0.703,-0.00275482,-0.0148438,6.16312e-05,0.000332088,
5.69729e+06,0.000418953,0.033,0.243,0.815,0.694,-4.59945e-06,-0.0109784,7.59901e-08,0.000181381,
114.875,0.0933011,0.022,0.136,0.752,0.937,-0.00148514,-0.0159177,3.5651e-05,0.000382107,
1134.12,0.0296942,0.027,0.135,0.548,0.621,0.000627376,0.0211279,1.97403e-05,0.000664787,
5.67879e+07,0.0001327,0.041,0.293,0.965,0.918,2.34916e-06,0.0177027,6.20057e-08,0.000467261,
2.98279e+12,5.79013e-07,0.033,0.134,0.772,0.814,-1.02784e-08,-0.0177516,2.7535e-10,0.00047555,
1.32322e+08,8.69327e-05,0.04,0.14,0.688,0.639,-2.35479e-07,-0.00270875,9.5315e-10,1.09642e-05,
24824.8,0.00634684,0.035,0.138,0.836,0.613,-0.000123674,-0.0194859,3.63775e-06,0.000573159,
1.78235e+08,7.49038e-05,0.023,0.203,0.61,0.634,-1.39421e-06,-0.0186134,3.91665e-08,0.00052289,
92981.3,0.00327946,0.028,0.244,0.72,0.83,-4.99389e-05,-0.0152278,1.14646e-06,0.000349588,
1.46004e-06,827.595,0.028,0.204,0.762,0.68,-16.4688,-0.0198995,0.494812,0.000597892,
28.4032,0.187636,0.025,0.13,0.666,0.677,-0.00316922,-0.0168903,8.07345e-05,0.000430272,
2.36519e+06,0.000650229,0.022,0.341,0.844,1.027,-9.01683e-06,-0.0138672,1.88476e-07,0.000289861,
2.01035e+12,7.05284e-07,0.027,0.449,0.565,0.82,-9.89581e-09,-0.014031,2.09241e-10,0.000296676,
5.14403e+06,0.000440908,0.027,0.291,0.658,0.746,1.25333e-06,0.0028426,5.326e-09,1.20796e-05,
1.45653e+10,8.28591e-06,0.022,0.251,0.522,0.633,1.5122e-07,0.0182502,4.11455e-09,0.000496573,
618060,0.00127199,0.025,0.299,0.789,0.68,-2.15762e-05,-0.0169625,5.52041e-07,0.000433997,
0.000512861,44.1571,0.023,0.333,0.617,0.74,-0.286877,-0.00649674,0.0028038,6.34961e-05,
3.44796e+09,1.70302e-05,0.042,0.255,0.629,0.732,7.38073e-08,0.00433392,4.78394e-10,2.8091e-05,
4.10499e+07,0.000156079,0.023,0.348,0.623,0.704,-2.89964e-06,-0.0185781,8.13016e-08,0.000520901,
3.93473e+07,0.00015942,0.043,0.179,0.818,0.948,-2.65556e-06,-0.0166577,6.67205e-08,0.000418521,
121682,0.00286673,0.023,0.302,0.713,0.978,-3.49933e-05,-0.0122067,6.43311e-07,0.000224406,
78122,0.00357778,0.028,0.137,0.652,0.64,2.69585e-05,0.007535,3.03844e-07,8.49254e-05,
13786,0.00851688,0.023,0.359,0.624,0.612,0.000137108,0.0160984,3.29316e-06,0.000386662,
1.2228e+08,9.04319e-05,0.046,0.245,0.618,0.701,-1.30291e-06,-0.0144076,2.82962e-08,0.0003129,
1.33824e+06,0.000864438,0.023,0.24,0.67,0.667,-2.71184e-06,-0.00313711,1.28057e-08,1.48139e-05,
1.56086e+16,8.0042e-09,0.021,0.21,0.535,0.783,1.99038e-10,0.0248667,7.36211e-12,0.000919781,
5.01196e-08,4466.8,0.027,0.135,0.987,0.696,71.0718,0.0159111,1.6875,0.000377788,
11358.1,0.00938312,0.023,0.133,0.605,0.963,-0.000154376,-0.0164525,3.83053e-06,0.000408236,
34333.5,0.00539685,0.023,0.298,0.568,0.841,-3.34359e-05,-0.00619544,3.11527e-07,5.77239e-05,
0.410113,1.56152,0.023,0.189,0.559,0.622,-0.0322942,-0.0206812,0.00100875,0.000646004,
7.02829e+10,3.77203e-06,0.022,0.487,0.595,0.758,1.42981e-07,0.0379056,8.0272e-09,0.00212808,
117256,0.00292034,0.023,0.296,0.521,0.687,-4.73438e-05,-0.0162117,1.15763e-06,0.000396404,
802.189,0.0353071,0.023,0.132,0.578,0.708,-2.58982e-05,-0.000733514,2.98023e-08,8.44089e-07,
12.4813,0.283054,0.023,0.18,0.65,0.818,-0.000435829,-0.00153974,1.01328e-06,3.5798e-06,
329.01,0.0551309,0.023,0.307,0.728,0.757,-0.00022671,-0.00411221,1.40071e-06,2.5407e-05,
13022,0.00876318,0.042,0.199,0.723,0.609,1.90781e-05,0.00217708,6.33299e-08,7.22682e-06,
0.000243439,64.0922,0.028,0.198,0.612,0.689,2.75084,0.04292,0.174568,0.0027237,
91.697,0.104429,0.022,0.241,0.559,0.638,-0.00167443,-0.0160341,4.04865e-05,0.000387692,
462.657,0.0464912,0.023,0.188,0.707,0.603,-0.000709321,-0.0152571,1.63205e-05,0.000351045,
2.7938e+10,5.98277e-06,0.023,0.192,0.64,0.634,-1.2433e-07,-0.0207814,3.90219e-09,0.000652237,
17875.9,0.00747939,0.023,0.21,0.642,0.649,0.000180509,0.0241342,6.48107e-06,0.000866524,
7.75939e+06,0.000358993,0.024,0.135,0.759,0.891,-4.54474e-06,-0.0126597,8.66421e-08,0.000241347,
8046.5,0.011148,0.028,0.138,0.585,1.008,-3.79793e-05,-0.00340683,1.94646e-07,1.74602e-05,
338.047,0.054389,0.037,0.304,0.683,0.78,-0.000417043,-0.00766777,4.80935e-06,8.8425e-05,
3236.12,0.0175787,0.022,0.139,0.926,0.646,1.66409e-05,0.000946648,2.42144e-08,1.37748e-06,
7.2572,0.371206,0.022,0.151,0.676,0.57,-0.00551674,-0.0148616,0.00012356,0.000332862,
93637.7,0.00326794,0.024,0.196,0.658,0.711,-5.16723e-05,-0.0158119,1.23191e-06,0.000376967,
34.355,0.17061,0.024,0.139,0.71,0.618,-0.0015455,-0.00905868,2.10553e-05,0.000123412,
191.859,0.0721954,0.026,0.297,0.838,0.637,-0.000591815,-0.0081974,7.29412e-06,0.000101033,
4.10652e-05,156.05,0.039,0.563,0.614,0.76,-2.82776,-0.0181209,0.0773163,0.000495459,
1539.36,0.0254876,0.036,0.134,0.648,0.665,-0.000487376,-0.0191221,1.40686e-05,0.000551976,
2.81246e+12,5.96289e-07,0.032,0.188,0.688,0.619,-1.14701e-08,-0.0192358,3.33102e-10,0.000558626,
2.49974e+06,0.000632489,0.023,0.135,0.688,0.735,-1.10946e-05,-0.0175412,2.93658e-07,0.000464289,
1.61772e+11,2.48627e-06,0.023,0.201,0.659,0.659,-4.19577e-08,-0.0168758,1.0682e-09,0.00042964,
9.56872e+09,1.02229e-05,0.023,0.494,0.618,0.627,-1.30745e-07,-0.0127895,2.5193e-09,0.000246438,
263.283,0.0616295,0.024,0.196,0.885,0.643,0.00226016,0.0366734,0.000122812,0.00199274,
17832.1,0.00748857,0.023,0.137,0.689,0.64,0.000184468,0.0246333,6.76047e-06,0.000902771,
17989.2,0.0074558,0.056,0.138,0.867,0.652,0.000170422,0.0228576,5.79888e-06,0.000777768,
5.16302e+08,4.40097e-05,0.037,0.198,0.602,0.678,-3.12692e-07,-0.00710506,3.3433e-09,7.59675e-05,
6.74992e+06,0.000384902,0.038,0.141,0.714,0.65,-8.01487e-06,-0.0208231,2.52097e-07,0.000654964,
1.14571e+07,0.000295435,0.039,0.384,0.635,0.659,-5.13726e-06,-0.0173888,1.3478e-07,0.000456208,
1.1293,0.941011,0.041,0.139,0.781,0.652,0.0163155,0.0173383,0.000421882,0.000448328,
5.48864e+08,4.26842e-05,0.028,0.138,0.667,0.635,-1.2805e-07,-0.00299993,5.74801e-10,1.34663e-05,
21227.9,0.00686351,0.036,0.146,0.909,0.719,-3.57796e-05,-0.00521301,2.80328e-07,4.08433e-05,
2.28484e+08,6.61564e-05,0.041,0.205,0.637,0.658,1.2838e-06,0.0194055,3.71219e-08,0.000561124,
1.18637e+08,9.181e-05,0.033,0.219,0.678,0.674,-1.58163e-06,-0.0172272,4.11019e-08,0.000447684,
3272.27,0.0174814,0.036,0.184,0.725,0.798,5.71702e-05,0.00327035,2.79397e-07,1.59825e-05,
7.27849e+06,0.000370663,0.043,0.247,0.649,0.602,-6.87083e-06,-0.0185366,1.92231e-07,0.000518613,
710955,0.00118598,0.036,0.353,0.682,0.97,-2.10694e-05,-0.0177653,5.64847e-07,0.000476269,
2.86555e+07,0.000186808,0.032,0.208,0.973,0.942,-3.6266e-06,-0.0194135,1.06287e-07,0.000568964,
1.45362e+06,0.00082942,0.031,0.188,0.87,0.682,-1.08643e-05,-0.0130987,2.14321e-07,0.000258398,
16958.5,0.00767902,0.032,0.139,0.653,0.682,0.000270782,0.0352626,1.41547e-05,0.0018433,
1102.26,0.0301202,0.029,0.296,0.633,0.714,0.000810372,0.0269046,3.241e-05,0.00107602,
3.98726e+08,5.00798e-05,0.04,0.25,1.098,0.77,-9.25971e-07,-0.0184899,2.58406e-08,0.000515988,
7.77747e+07,0.000113392,0.028,0.137,0.802,0.726,1.41795e-06,0.0125049,2.64845e-08,0.000233567,
5388.84,0.0136224,0.033,0.139,0.657,0.656,-9.81484e-05,-0.00720494,1.06357e-06,7.80753e-05,
1.08598e+11,3.03451e-06,0.038,0.185,0.532,0.729,-6.28072e-08,-0.0206977,1.9636e-09,0.00064709,
1.73251e+07,0.000240249,0.039,0.298,0.656,0.78,8.59467e-06,0.035774,4.55693e-07,0.00189675,
113.311,0.093943,0.036,0.257,0.81,0.693,-0.00160714,-0.0171076,4.14774e-05,0.000441516,
8.75845e+11,1.06853e-06,0.023,0.195,0.755,0.629,2.83023e-09,0.00264872,1.11413e-11,1.04268e-05,
21.6946,0.214696,0.023,0.18,0.75,0.701,-0.0023147,-0.0107813,3.7536e-05,0.000174833,
8.66733e+07,0.000107413,0.023,0.409,0.86,0.948,-5.13901e-07,-0.00478434,3.68891e-09,3.43432e-05,
0.373087,1.63717,0.025,0.178,0.867,0.65,-0.0306942,-0.0187483,0.00086844,0.00053045,
9341.8,0.0103463,0.033,0.359,0.596,0.725,-0.000152648,-0.0147539,3.39467e-06,0.000328105,
9.09665e+10,3.31558e-06,0.022,0.183,0.69,0.652,-2.6429e-08,-0.00797116,3.16732e-10,9.55283e-05,
0.75369,1.15187,0.021,0.206,0.951,0.62,-0.0084821,-0.00736376,9.39369e-05,8.15516e-05,
3.09177e+06,0.000568717,0.023,0.476,0.712,0.651,-5.94452e-06,-0.0104525,9.35397e-08,0.000164475,
5.69336e+09,1.3253e-05,0.023,0.139,0.599,0.833,-1.07919e-07,-0.00814295,1.3215e-09,9.97126e-05,
415348,0.00155165,0.032,0.138,0.786,0.639,-3.2167e-05,-0.0207308,1.00711e-06,0.000649056,
3.24467e+14,5.55156e-08,0.022,0.34,0.944,0.747,7.48635e-10,0.0134851,1.50813e-11,0.000271658,
8.29689e+06,0.00034717,0.022,0.144,0.709,0.593,-7.24453e-07,-0.00208674,2.2701e-09,6.53887e-06,
7.2677e+06,0.000370938,0.022,0.148,0.685,0.639,-6.90983e-06,-0.018628,1.94268e-07,0.000523721,
3.06245e+09,1.80703e-05,0.022,0.134,0.666,0.629,-2.55663e-07,-0.0141482,5.44969e-09,0.000301583,
5.00339e+06,0.000447062,0.023,0.25,0.7,0.635,3.31397e-06,0.00741277,3.67872e-08,8.22867e-05,
3.19676e+09,1.76866e-05,0.033,0.174,0.717,0.611,-1.62176e-07,-0.00916939,2.23918e-09,0.000126603,
1.06677e+06,0.000968198,0.022,0.13,0.692,0.649,3.78435e-05,0.0390865,2.18989e-06,0.00226182,
17394.2,0.00758226,0.023,0.18,0.54,0.652,0.000225946,0.0297993,9.99914e-06,0.00131876,
350559,0.00168896,0.022,0.14,0.608,0.708,-1.55362e-05,-0.00919868,2.15019e-07,0.000127309,
5996.17,0.0129141,0.047,0.148,0.545,0.642,-0.000227247,-0.0175969,6.03311e-06,0.000467173,
2.40005e+08,6.4549e-05,0.038,0.185,0.742,0.821,2.296e-06,0.0355699,1.2105e-07,0.00187532,
232930,0.00207199,0.023,0.147,0.67,0.682,6.90885e-05,0.0333441,3.41726e-06,0.00164927,
6.19246e+12,4.01854e-07,0.043,0.368,0.641,0.656,-5.85155e-09,-0.0145614,1.28409e-10,0.000319542,
2192.34,0.0213573,0.028,0.18,0.633,0.61,-0.000186522,-0.0087334,2.44938e-06,0.000114686,
1024.32,0.0312451,0.026,0.135,0.703,1.001,0.00134061,0.0429063,8.50465e-05,0.00272192,
2.32844e+08,6.55341e-05,0.049,0.191,0.817,0.688,1.65285e-06,0.0252212,6.20057e-08,0.00094616,
0.00861063,10.7766,0.045,0.181,0.681,0.665,-0.12708,-0.0117922,0.00225639,0.000209379,
601.703,0.040767,0.039,0.373,0.679,0.726,-0.000684299,-0.0167856,1.73301e-05,0.0004251,
7.11515e+13,1.18552e-07,0.023,0.195,0.71,0.608,4.79744e-09,0.0404671,2.8728e-10,0.00242324,
10904,0.00957648,0.07,0.127,0.847,0.686,-0.000177518,-0.0185369,4.96581e-06,0.000518542,
3.28933e+11,1.7436e-06,0.034,0.153,0.944,0.651,1.19952e-08,0.00687957,1.2335e-10,7.07446e-05,
132.108,0.0870032,0.022,0.127,0.799,0.64,-0.000371493,-0.00426988,2.38419e-06,2.74034e-05,
4.88932e+07,0.000143013,0.023,0.117,0.707,0.669,-1.69848e-06,-0.0118764,3.03844e-08,0.000212459,
2.9776e+10,5.79517e-06,0.022,0.132,0.648,0.641,-1.07863e-07,-0.0186125,3.02998e-09,0.000522846,
6.50349,0.392127,0.022,0.214,0.696,0.596,-0.00814959,-0.020783,0.000255793,0.000652323,
5.97006,0.409271,0.039,0.143,0.9,0.635,-0.00767562,-0.0187544,0.000217259,0.000530844,
1.67809e+09,2.44114e-05,0.023,0.171,0.522,0.594,-5.00439e-07,-0.0205002,1.54923e-08,0.000634635,
9.77754e+11,1.01131e-06,0.024,0.186,0.65,0.642,3.40054e-08,0.0336251,1.69598e-09,0.00167701,
1.80532e+09,2.35355e-05,0.042,0.192,0.606,0.62,-4.72326e-07,-0.0200687,1.43136e-08,0.000608172,
1.23989e+13,2.83994e-07,0.027,0.123,0.723,0.647,-4.31339e-09,-0.0151883,9.87939e-11,0.000347874,
2.68241e+07,0.00019308,0.029,0.14,0.711,0.818,-4.01736e-06,-0.0208067,1.26252e-07,0.000653887,
1.57655e+10,7.96429e-06,0.023,0.129,0.521,0.925,3.48728e-07,0.0437865,2.257e-08,0.0028339,
2.85604e+06,0.000591722,0.026,0.358,0.681,0.83,-1.03821e-05,-0.0175456,2.74798e-07,0.000464405,
9.14505e+10,3.30679e-06,0.043,0.337,0.687,0.648,-2.84977e-08,-0.00861791,3.69255e-10,0.000111666,
26476.4,0.00614569,0.043,0.19,0.676,0.62,-0.000127933,-0.0208167,4.02285e-06,0.00065458,
1.99528e+07,0.000223871,0.048,0.215,0.803,1,1.77605e-06,0.00793334,2.10712e-08,9.41219e-05,
1.94513e+07,0.000226739,0.03,0.133,0.674,0.604,2.81913e-06,0.0124334,5.23723e-08,0.000230981,
4.06628,0.495908,0.038,0.187,0.738,1.055,0.0194688,0.0392589,0.00113147,0.00228162,
1.01682e+06,0.000991697,0.023,0.18,0.698,0.686,4.23161e-05,0.0426704,2.66999e-06,0.00269234,
2.08293e+06,0.000692888,0.028,0.134,0.648,0.665,-8.74687e-07,-0.00126238,1.68802e-09,2.43621e-06,
5.16057e+08,4.40201e-05,0.042,0.371,0.754,0.679,-3.16177e-07,-0.00718255,3.41606e-09,7.76023e-05,
1.37146e+06,0.000853904,0.023,0.184,0.683,0.647,-5.51081e-06,-0.00645367,5.34346e-08,6.25769e-05,
32127.8,0.00557904,0.031,0.138,0.728,0.671,-2.08807e-05,-0.00374271,1.17347e-07,2.10335e-05,
1.81906e+10,7.41441e-06,0.023,0.134,0.768,0.762,2.25129e-07,0.0303638,1.015e-08,0.00136895,
2.59933e+07,0.000196141,0.032,0.187,0.634,0.668,-3.97845e-06,-0.0202836,1.21872e-07,0.00062135,
6.88578e+06,0.000381086,0.028,0.149,0.678,0.618,-7.87692e-06,-0.0206697,2.45898e-07,0.000645256,
1.89574e+08,7.26291e-05,0.033,0.342,0.55,0.651,-1.09066e-06,-0.0150168,2.46946e-08,0.00034001,
5.44871e+09,1.35473e-05,0.045,0.138,0.576,0.678,-3.09428e-08,-0.00228406,1.05501e-10,7.78762e-06,
2.89346e+06,0.000587884,0.043,0.139,0.935,0.65,-9.86457e-06,-0.0167798,2.49653e-07,0.000424663,
477.365,0.0457693,0.039,0.151,0.726,0.707,-0.000533439,-0.0116549,9.36165e-06,0.00020454,
2160.07,0.0215162,0.038,0.302,0.882,0.696,-0.000150677,-0.00700294,1.58697e-06,7.37571e-05,
1.36372e+07,0.000270793,0.037,0.146,0.735,0.641,1.94469e-06,0.00718145,2.08966e-08,7.71679e-05,
7.50368e+10,3.65059e-06,0.034,0.137,0.715,0.641,8.7512e-08,0.023972,3.12161e-09,0.000855099,
20227.2,0.00703125,0.028,0.156,0.72,0.613,1.26618e-05,0.00180079,3.44589e-08,4.90083e-06,
8.54575e+13,1.08174e-07,0.028,0.187,0.643,0.673,4.79005e-10,0.00442808,3.17613e-12,2.93611e-05,
8.17318e+11,1.10613e-06,0.033,0.191,1.02,0.658,-1.03372e-08,-0.00934542,1.45405e-10,0.000131455,
2123.55,0.0217004,0.026,0.147,0.744,0.612,-0.000105767,-0.00487394,7.7486e-07,3.57071e-05,
9.57286e+12,3.23206e-07,0.023,0.15,0.971,0.808,-3.40108e-09,-0.010523,5.38591e-11,0.00016664,
290710,0.00185468,0.029,0.198,0.713,0.639,3.87103e-05,0.0208716,1.2035e-06,0.000648898,
806.356,0.0352157,0.024,0.206,0.71,0.629,9.91672e-06,0.000281599,3.72529e-09,1.05785e-07,
0.632746,1.25714,0.025,0.376,0.695,0.67,-0.0241518,-0.0192116,0.000700474,0.000557194,
6.46259e+06,0.000393366,0.023,0.181,0.6,0.94,-7.91388e-06,-0.0201184,2.40427e-07,0.000611204,
1.98788e+10,7.0926e-06,0.022,0.194,0.625,0.742,9.07426e-08,0.012794,1.73395e-09,0.000244473,
18445.7,0.00736297,0.027,0.269,0.61,0.693,0.000132008,0.0179286,3.52878e-06,0.000479261,
2.04997e-05,220.865,0.023,0.143,0.652,1.001,-2.15077,-0.00973795,0.0315247,0.000142733,
1.52987e+08,8.08486e-05,0.023,0.2,0.752,0.64,-1.19003e-06,-0.0147193,2.64117e-08,0.000326681,
0.659066,1.23179,0.023,0.141,0.783,0.69,-0.0231898,-0.0188261,0.000658989,0.000534986,
29692.4,0.00580333,0.047,0.131,0.547,0.644,-8.69134e-05,-0.0149765,1.96183e-06,0.000338053,
1.38843e+07,0.000268372,0.048,0.133,0.64,0.647,3.12028e-06,0.0116267,5.42204e-08,0.000202035,
1.35441e+07,0.000271722,0.045,0.25,0.593,0.66,1.51899e-06,0.00559022,1.27475e-08,4.69136e-05,
854307,0.00108191,0.044,0.184,0.545,0.635,8.36782e-06,0.00773427,9.68575e-08,8.95242e-05,
3.28362e+07,0.000174511,0.045,0.187,0.721,1.045,-7.14193e-07,-0.00409254,4.40923e-09,2.52662e-05,
7.77317e+08,3.58675e-05,0.049,0.279,0.721,0.721,-4.51779e-07,-0.0125958,8.57108e-09,0.000238965,
422172,0.00153906,0.056,0.312,0.943,0.64,-3.20477e-05,-0.0208229,1.00804e-06,0.000654971,
3.00081e+06,0.000577273,0.056,0.132,0.658,0.703,-7.97858e-06,-0.0138212,1.66183e-07,0.000287876,
32166.1,0.00557572,0.054,0.18,0.543,0.676,-1.96383e-05,-0.00352212,1.04308e-07,1.87076e-05,
88867.7,0.0033545,0.054,0.291,1.069,0.726,-3.61933e-05,-0.0107895,5.87897e-07,0.000175256,
7.69305e+06,0.000360538,0.053,0.313,0.653,0.861,-4.93092e-06,-0.0136766,1.01631e-07,0.000281886,
10.5517,0.30785,0.047,0.141,0.578,0.888,-0.00579065,-0.01881,0.000164419,0.000534089,
3.10146e+11,1.79563e-06,0.055,0.184,0.699,0.609,3.14378e-08,0.0175079,8.20933e-10,0.000457183,
1.0046e+08,9.97708e-05,0.049,0.359,0.837,0.642,-1.88676e-06,-0.018911,5.38566e-08,0.000539804,
1349.44,0.0272222,0.045,0.235,0.663,0.98,-0.000201808,-0.00741337,2.25008e-06,8.26559e-05,
6.59719e+11,1.23118e-06,0.049,0.191,0.668,0.741,-2.19814e-08,-0.0178539,5.92081e-10,0.000480907,
1.03803e+09,3.10382e-05,0.042,0.298,0.653,0.641,1.32463e-06,0.0426775,8.35935e-08,0.00269325,
13490.8,0.00860958,0.041,0.149,0.736,0.673,8.9013e-05,0.0103388,1.37556e-06,0.000159771,
4.87658e+08,4.52837e-05,0.041,0.184,0.705,0.82,-6.66845e-07,-0.0147259,1.48029e-08,0.000326893,
1.18358e+09,2.9067e-05,0.044,0.137,0.589,0.729,6.4153e-07,0.0220707,2.10839e-08,0.000725354,
1.10479e+06,0.000951394,0.052,0.214,0.664,0.787,2.98908e-05,0.0314179,1.39396e-06,0.00146517,
2.74293e+10,6.03799e-06,0.055,0.292,0.667,0.727,-1.25585e-07,-0.0207991,3.94493e-09,0.000653352,
1.73566e+09,2.40031e-05,0.055,0.19,0.712,0.664,-4.99642e-07,-0.0208157,1.57088e-08,0.000654448,
1.20409e+07,0.000288184,0.06,0.14,0.824,0.717,-3.8929e-06,-0.0135084,7.92497e-08,0.000274997,
2.39111,0.646696,0.05,0.148,0.597,0.67,-0.0114365,-0.0176844,0.000305176,0.0004719,
1.56973e+09,2.52399e-05,0.049,0.143,0.941,1.066,-4.41874e-07,-0.017507,1.16706e-08,0.000462389,
1.17171e+07,0.000292139,0.029,0.153,0.627,0.631,-4.64998e-06,-0.015917,1.11613e-07,0.000382055,
298.842,0.0578468,0.032,0.2,0.643,0.683,0.000647824,0.011199,1.08406e-05,0.000187402,
1.46722e+07,0.000261067,0.022,0.171,0.571,0.637,7.28029e-06,0.0278867,3.01719e-07,0.00115572,
43925.9,0.00477133,0.033,0.172,0.604,0.613,-8.72086e-05,-0.0182776,2.40561e-06,0.000504179,
0.0277969,5.99794,0.028,0.184,0.84,0.623,-0.100232,-0.016711,0.00252628,0.000421192,
0.00509016,14.0163,0.023,0.177,0.695,0.672,-0.0836887,-0.0059708,0.000750542,5.35477e-05,
0.444331,1.50019,0.022,0.132,0.687,0.662,-0.0251892,-0.0167906,0.000638008,0.000425284,
1.53438e+09,2.5529e-05,0.022,0.188,0.7,0.816,-4.03954e-07,-0.0158233,9.63701e-09,0.000377492,
1.42973e+06,0.000836322,0.023,0.191,0.742,0.636,-9.52563e-06,-0.0113899,1.63331e-07,0.000195296,
650.972,0.0391939,0.029,0.128,0.729,0.604,-0.000753809,-0.0192328,2.18861e-05,0.000558405,
865.776,0.0339858,0.028,0.128,0.676,0.73,0.000593331,0.0174582,1.54488e-05,0.000454566,
9856.79,0.0100724,0.023,0.18,1.002,0.599,-0.00018099,-0.017969,4.90714e-06,0.000487187,
