Number,Actual value,Fast runtime,FastN runtime,Impl1 runtime,Impl2 runtime,Fast abs err,Fast rel err,FastN abs err,FastN rel err,
2.61261e+10,6.18675e-06,0.024,0.177,0.599,0.605,-1.2151e-07,-0.0196404,3.60296e-09,0.000582368,
7.80954e+06,0.000357839,0.022,0.202,0.598,0.714,-4.23964e-06,-0.0118479,7.56409e-08,0.000211383,
1.13051e+10,9.40508e-06,0.023,0.256,0.607,0.599,-1.77426e-07,-0.0188649,5.05315e-09,0.000537279,
1.16926e+09,2.92445e-05,0.022,0.125,0.675,0.652,7.17242e-07,0.0245257,2.61698e-08,0.000894862,
129073,0.00278344,0.025,0.136,0.742,0.631,-8.14674e-06,-0.00292686,3.56231e-08,1.27982e-05,
9152.05,0.010453,0.022,0.139,0.596,0.617,-0.000136425,-0.0130513,2.68221e-06,0.000256597,
517.169,0.0439728,0.039,0.178,0.654,0.688,-5.83231e-05,-0.00132635,1.15484e-07,2.62626e-06,
8.44269e+09,1.08833e-05,0.027,0.145,0.72,0.6,-3.57932e-08,-0.00328882,1.76442e-10,1.62122e-05,
2.1873e+08,6.76154e-05,0.034,0.215,0.664,0.968,5.25011e-07,0.00776467,6.09725e-09,9.01755e-05,
232423,0.00207425,0.03,0.13,0.663,0.889,6.75684e-05,0.0325749,3.26568e-06,0.00157439,
334.072,0.0547117,0.033,0.241,0.6,0.666,-0.000337023,-0.00615999,3.12552e-06,5.71271e-05,
5.08366e+12,4.43518e-07,0.029,0.216,0.664,0.98,5.75872e-09,0.0129842,1.11669e-10,0.00025178,
4.35278,0.47931,0.036,0.195,0.767,0.617,0.0118238,0.0246683,0.000433892,0.000905243,
7.52289e+07,0.000115294,0.023,0.137,0.709,0.834,2.16293e-06,0.0187601,6.0485e-08,0.000524614,
1.82095e+08,7.41056e-05,0.023,0.14,0.806,0.765,-1.31469e-06,-0.0177407,3.51938e-08,0.000474914,
4.32111e+08,4.81063e-05,0.023,0.243,0.7,0.592,-1.00172e-06,-0.0208231,3.15122e-08,0.000655052,
5.02395e+10,4.46146e-06,0.022,0.15,0.814,0.809,-5.11768e-08,-0.0114709,8.84029e-10,0.000198148,
2453.04,0.0201905,0.023,0.2,0.812,0.603,-0.000358785,-0.01777,9.6187e-06,0.000476397,
1.68529e+06,0.000770305,0.022,0.211,0.661,0.63,-1.60396e-05,-0.0208225,5.04486e-07,0.000654917,
2.77096e+10,6.00738e-06,0.029,0.133,0.774,0.729,-1.25081e-07,-0.0208213,3.93356e-09,0.000654789,
1.73212e+08,7.59822e-05,0.028,0.132,0.573,0.614,-1.45799e-06,-0.0191886,4.22297e-08,0.000555784,
3.34381e+10,5.46864e-06,0.027,0.19,0.636,0.938,-2.78287e-08,-0.00508878,2.12822e-10,3.89168e-05,
407552,0.00156642,0.027,0.137,0.791,0.662,-3.19177e-05,-0.0203762,9.82312e-07,0.000627106,
6.14736,0.403326,0.023,0.411,0.698,0.702,-0.00808015,-0.0200338,0.000244409,0.000605984,
36.207,0.16619,0.026,0.335,0.714,0.67,-0.00234896,-0.0141342,5.00381e-05,0.00030109,
8.58166e+06,0.000341361,0.042,0.134,0.738,0.765,-1.05458e-06,-0.00308933,4.91855e-09,1.44086e-05,
124282,0.00283658,0.034,0.209,0.754,0.656,-2.63941e-05,-0.00930491,3.69502e-07,0.000130263,
1.2227e+08,9.04358e-05,0.023,0.144,1.048,0.63,-1.3038e-06,-0.0144169,2.83253e-08,0.000313209,
836.068,0.0345843,0.039,0.179,0.957,0.724,0.000285253,0.00824804,3.5204e-06,0.000101792,
246.701,0.0636671,0.039,0.199,0.72,0.664,0.00271806,0.0426917,0.000171579,0.00269495,
3.58889e+11,1.66924e-06,0.036,0.144,0.63,0.604,-1.0393e-08,-0.00622619,9.72022e-11,5.82313e-05,
655838,0.00123481,0.034,0.168,0.972,1.111,-2.3571e-05,-0.0190887,6.79283e-07,0.00055011,
1.33141e+12,8.6665e-07,0.026,0.143,0.613,0.664,4.24876e-09,0.00490251,3.12639e-11,3.60744e-05,
937050,0.00103304,0.041,0.135,0.683,0.657,3.65571e-05,0.0353878,1.91759e-06,0.00185626,
1.75894e+10,7.54006e-06,0.04,0.193,0.66,0.64,2.84032e-07,0.0376697,1.58479e-08,0.00210183,
1475.49,0.0260335,0.036,0.136,0.72,0.773,-0.000428861,-0.0164734,1.06562e-05,0.000409327,
0.138883,2.68334,0.033,0.139,0.752,0.754,-0.0336833,-0.0125528,0.000636816,0.000237323,
44125.6,0.00476052,0.032,0.134,0.79,0.596,-8.61147e-05,-0.0180893,2.35066e-06,0.000493782,
6.28947e+07,0.000126094,0.034,0.186,0.996,0.726,5.43693e-06,0.0431182,3.46583e-07,0.00274862,
23680.5,0.00649837,0.037,0.128,0.732,0.735,-0.000108547,-0.0167037,2.73483e-06,0.000420848,
2.06433e+12,6.96002e-07,0.036,0.18,0.883,0.627,-7.4732e-09,-0.0107373,1.20792e-10,0.000173551,
2.31297e+08,6.57529e-05,0.034,0.209,0.585,0.636,1.51986e-06,0.0231147,5.22923e-08,0.000795285,
3.84598e+09,1.61249e-05,0.037,0.135,0.744,0.748,5.8257e-07,0.0361286,3.1192e-08,0.0019344,
1.83976e+06,0.000737259,0.026,0.136,0.744,0.747,-1.31215e-05,-0.0177977,3.52389e-07,0.000477972,
5.3637e+07,0.000136542,0.037,0.226,1.123,0.776,4.59855e-07,0.00336785,2.32831e-09,1.70519e-05,
45933.5,0.0046659,0.029,0.192,0.84,1.131,-7.29812e-05,-0.0156414,1.72155e-06,0.000368964,
90.4965,0.10512,0.042,0.131,0.515,0.685,-0.00157022,-0.0149375,3.5353e-05,0.000336312,
83006.4,0.00347092,0.036,0.195,0.956,0.659,-7.1188e-06,-0.00205099,2.16532e-08,6.23848e-06,
3.27084e+10,5.5293e-06,0.033,0.178,0.566,0.698,-4.81778e-08,-0.00871317,6.31644e-10,0.000114236,
5.34602e+07,0.000136768,0.036,0.138,1.015,0.62,3.63842e-07,0.00266028,1.45519e-09,1.06399e-05,
3.7211e+06,0.000518399,0.055,0.261,0.659,0.667,1.70013e-05,0.0327958,8.27189e-07,0.00159566,
1.13245e+08,9.39702e-05,0.038,0.207,0.69,0.822,-1.87333e-06,-0.0199354,5.63814e-08,0.000599992,
3.72324e+06,0.00051825,0.033,0.177,0.734,0.63,1.71013e-05,0.0329981,8.37201e-07,0.00161544,
403358,0.00157454,0.039,0.129,0.588,0.683,-3.16072e-05,-0.0200739,9.58098e-07,0.000608493,
1.6965e+08,7.67755e-05,0.043,0.13,0.872,0.76,-1.47437e-06,-0.0192037,4.2739e-08,0.000556674,
18.1846,0.234503,0.04,0.169,0.796,0.683,0.00378123,0.0161244,9.09716e-05,0.000387933,
6.20786e-06,401.355,0.034,0.182,0.677,0.738,-8.33835,-0.0207755,0.261627,0.00065186,
6534.15,0.012371,0.049,0.19,0.742,0.677,-0.000257239,-0.0207937,8.07922e-06,0.000653077,
5317.34,0.0137136,0.032,0.148,0.567,0.702,-7.50544e-05,-0.00547297,6.16536e-07,4.49578e-05,
851.372,0.0342721,0.039,0.194,0.668,0.784,0.00044005,0.0128399,8.43778e-06,0.0002462,
145449,0.00262207,0.042,0.133,0.624,0.946,-3.26133e-05,-0.012438,6.1118e-07,0.000233091,
11.4086,0.296062,0.043,0.182,0.882,0.642,-0.00418842,-0.0141471,8.92878e-05,0.000301584,
3305.05,0.0173945,0.037,0.138,0.619,0.843,9.53134e-05,0.00547953,7.80448e-07,4.48677e-05,
6.23087e+08,4.00614e-05,0.034,0.179,0.557,0.591,-6.41387e-07,-0.0160101,1.54905e-08,0.00038667,
101.969,0.0990296,0.036,0.21,1.026,0.634,-0.00205831,-0.0207848,6.46114e-05,0.000652446,
337169,0.00172217,0.046,0.146,0.81,0.644,-7.26676e-06,-0.00421954,4.61005e-08,2.67688e-05,
5.79347e+08,4.15461e-05,0.044,0.147,0.61,0.611,-3.99777e-07,-0.00962249,5.78802e-09,0.000139316,
5700.99,0.0132442,0.033,0.192,0.788,0.666,-0.000178646,-0.0134887,3.63123e-06,0.000274175,
54877.6,0.00426877,0.042,0.134,0.744,0.717,6.29984e-05,0.014758,1.38814e-06,0.000325184,
1.69337e+07,0.00024301,0.055,0.142,0.749,0.986,9.93161e-06,0.0408691,6.00528e-07,0.00247121,
334525,0.00172896,0.028,0.191,0.936,0.587,-5.39923e-06,-0.00312281,2.53785e-08,1.46785e-05,
26302.6,0.00616596,0.028,0.14,0.677,0.631,-0.00012838,-0.0208209,4.03728e-06,0.00065477,
8.33024e+07,0.000109565,0.033,0.133,0.619,0.877,1.04941e-07,0.000957799,1.60071e-10,1.46097e-06,
1.29804e+07,0.000277559,0.033,0.191,0.63,0.626,-8.46427e-07,-0.00304953,3.87081e-09,1.39459e-05,
151565,0.00256863,0.036,0.144,0.948,1.087,-4.04927e-05,-0.0157644,9.62522e-07,0.000374722,
8985.36,0.0105495,0.027,0.2,0.979,0.615,-0.000119395,-0.0113176,2.03494e-06,0.000192894,
11750.9,0.00922497,0.043,0.208,0.739,0.6,-0.000125235,-0.0135757,2.56207e-06,0.000277732,
75.7472,0.114899,0.033,0.134,0.777,0.727,0.00100739,0.00876757,1.32099e-05,0.000114969,
240547,0.00203892,0.026,0.195,0.716,0.865,8.92817e-05,0.0437888,5.77886e-06,0.00283428,
770504,0.00113923,0.033,0.198,0.686,0.773,-1.23614e-05,-0.0108507,2.01981e-07,0.000177295,
9.16504e+11,1.04456e-06,0.028,0.213,0.761,0.702,1.4126e-08,0.0135235,2.8524e-10,0.000273073,
2154.8,0.0215425,0.027,0.14,0.6,0.805,-0.000144482,-0.00670681,1.45845e-06,6.7701e-05,
4.47039,0.472963,0.028,0.189,0.643,0.989,0.00915205,0.0193505,0.00026387,0.000557908,
4.33454e+09,1.5189e-05,0.037,0.247,0.61,0.621,6.21135e-07,0.0408938,3.75812e-08,0.00247424,
2.91481e+12,5.85727e-07,0.031,0.134,0.518,0.627,-1.09358e-08,-0.0186705,3.08148e-10,0.000526095,
1.49323e+09,2.58784e-05,0.027,0.22,0.515,0.689,-3.4697e-07,-0.0134077,7.00857e-09,0.000270827,
936038,0.0010336,0.035,0.207,0.734,0.692,3.61729e-05,0.034997,1.87673e-06,0.00181572,
3.03577e+10,5.73939e-06,0.032,0.202,0.586,0.602,-9.90722e-08,-0.0172618,2.57978e-09,0.000449487,
9.05015e+06,0.000332409,0.027,0.134,0.588,0.587,-3.19001e-06,-0.00959666,4.61005e-08,0.000138686,
1.67845e+08,7.71872e-05,0.049,0.219,0.968,0.62,-1.47307e-06,-0.0190844,4.24334e-08,0.000549746,
2.2383e+10,6.68406e-06,0.023,0.195,0.685,0.633,-3.97631e-08,-0.00594894,3.55612e-10,5.3203e-05,
137.323,0.0853352,0.022,0.147,0.69,0.592,-0.000766329,-0.00898023,1.03489e-05,0.000121273,
294.773,0.0582447,0.023,0.413,0.92,0.637,0.000797354,0.0136897,1.62981e-05,0.000279822,
1.88791e+06,0.000727795,0.028,0.152,0.615,0.633,-1.1373e-05,-0.0156266,2.67988e-07,0.000368219,
301112,0.00182237,0.022,0.205,0.625,0.642,2.57693e-05,0.0141406,5.44009e-07,0.000298517,
9.91677e+06,0.000317552,0.027,0.196,0.683,0.609,-5.43552e-06,-0.0171169,1.40368e-07,0.000442031,
1.01498e+06,0.000992595,0.023,0.152,0.745,0.613,4.23577e-05,0.0426737,2.67278e-06,0.00269272,
1.61516e+08,7.86851e-05,0.023,0.253,0.864,0.622,-1.41435e-06,-0.0179748,3.83661e-08,0.000487591,
8.91014e+06,0.00033501,0.023,0.223,0.735,0.666,-2.62601e-06,-0.0078386,3.09374e-08,9.23476e-05,
59285.3,0.00410702,0.023,0.269,0.744,0.649,0.000163968,0.0399238,9.68855e-06,0.00235902,
3.96495e+06,0.000502205,0.023,0.292,0.744,0.645,2.15594e-05,0.0429295,1.3684e-06,0.00272479,
9.19858e+11,1.04265e-06,0.021,0.149,0.674,0.641,1.5129e-08,0.0145101,3.27759e-10,0.000314351,
8.84086e+08,3.3632e-05,0.022,0.199,0.565,0.675,3.473e-07,0.0103265,5.36238e-09,0.000159443,
31.997,0.176785,0.023,0.199,0.7,0.624,1.79261e-05,0.000101401,0,0,
22838.3,0.0066171,0.023,0.314,0.658,0.848,-9.02107e-05,-0.013633,1.85333e-06,0.000280082,
245790,0.00201706,0.042,0.27,0.712,0.62,8.69501e-05,0.0431074,5.5416e-06,0.00274737,
7.46566e+09,1.15735e-05,0.029,0.196,0.684,0.602,-2.13314e-07,-0.0184312,5.93445e-09,0.000512761,
1.27413e+06,0.000885918,0.022,0.154,0.858,0.687,3.84223e-06,0.004337,2.49129e-08,2.8121e-05,
615911,0.00127421,0.023,0.143,0.747,0.661,-2.13605e-05,-0.0167637,5.40051e-07,0.000423832,
7027.11,0.0119292,0.024,0.362,0.831,0.712,-0.000228926,-0.0191903,6.63102e-06,0.000555864,
4.99733e+10,4.47333e-06,0.023,0.146,0.527,0.645,-5.40876e-08,-0.0120911,9.84528e-10,0.000220088,
598566,0.00129254,0.024,0.133,0.586,0.653,-1.91844e-05,-0.0148424,4.29223e-07,0.000332078,
46489.6,0.00463791,0.023,0.355,0.771,0.769,-6.7825e-05,-0.014624,1.49524e-06,0.000322395,
5.94122e+09,1.29736e-05,0.024,0.324,0.576,0.978,-1.6717e-07,-0.0128853,3.24508e-09,0.000250128,
240.927,0.0644254,0.023,0.147,0.545,0.673,0.00277162,0.0430207,0.000176296,0.00273643,
4.0587e+13,1.56966e-07,0.023,0.317,0.57,0.687,-2.44827e-09,-0.0155974,5.75682e-11,0.000366755,
7.0522e+07,0.00011908,0.022,0.138,0.695,0.644,3.8079e-06,0.0319778,1.80706e-07,0.00151752,
5.02011,0.446317,0.022,0.204,0.53,0.589,-0.000315219,-0.000706267,3.27826e-07,7.34513e-07,
1.4348e+12,8.34842e-07,0.023,0.15,0.578,0.649,-5.14052e-09,-0.00615748,4.75779e-11,5.69903e-05,
4.23034e+12,4.86197e-07,0.023,0.191,0.96,0.63,2.07624e-08,0.0427037,1.31098e-09,0.0026964,
132072,0.00275166,0.023,0.187,0.651,0.654,-2.69152e-06,-0.000978144,3.95812e-09,1.43845e-06,
5.57764e+10,4.23423e-06,0.023,0.152,0.606,0.698,2.89529e-08,0.00683781,2.96041e-10,6.9916e-05,
2.61161e+07,0.00019568,0.023,0.323,0.593,0.655,-3.99339e-06,-0.0204078,1.2308e-07,0.000628988,
5.27622e+06,0.00043535,0.022,0.219,0.803,0.778,-4.57687e-07,-0.00105131,6.98492e-10,1.60444e-06,
4.99189e+08,4.47577e-05,0.023,0.143,0.598,0.624,-5.3745e-07,-0.012008,9.71704e-09,0.000217103,
26.3147,0.19494,0.025,0.146,0.666,0.839,-0.0040236,-0.0206402,0.000125438,0.00064347,
1644.77,0.0246574,0.023,0.376,0.591,0.65,-0.000513408,-0.0208217,1.61473e-05,0.000654866,
3454.93,0.017013,0.029,0.258,0.71,0.632,0.00028557,0.0167854,7.15069e-06,0.000420308,
3.35097e+10,5.4628e-06,0.042,0.359,0.689,0.728,-2.57255e-08,-0.00470922,1.81899e-10,3.32978e-05,
2.73486e+06,0.000604689,0.023,0.131,0.613,0.761,-1.1522e-05,-0.0190544,3.31434e-07,0.000548107,
54396.3,0.00428761,0.039,0.204,0.523,0.635,5.31538e-05,0.0123971,9.83942e-07,0.000229485,
30906,0.00568824,0.023,0.265,0.87,0.596,-5.7322e-05,-0.0100773,8.68924e-07,0.000152758,
28.9568,0.185834,0.025,0.322,0.549,0.65,-0.00280905,-0.0151159,6.40154e-05,0.000344476,
4.17667,0.489311,0.025,0.146,0.53,0.869,0.0163211,0.0333553,0.000807524,0.00165033,
75223.4,0.00364606,0.023,0.138,0.531,0.615,5.2047e-05,0.0142749,1.10897e-06,0.000304156,
47308.1,0.00459761,0.023,0.263,0.496,0.779,-5.9336e-05,-0.0129058,1.15344e-06,0.000250879,
4.37418e+06,0.000478136,0.023,0.151,0.861,0.659,1.60757e-05,0.0336216,8.01665e-07,0.00167665,
2.27218e+08,6.63404e-05,0.027,0.135,0.583,0.59,1.18003e-06,0.0177875,3.13012e-08,0.000471827,
5.79172e+07,0.0001314,0.028,0.152,0.718,0.611,3.10327e-06,0.0236169,1.09081e-07,0.000830144,
107.049,0.0966514,0.022,0.14,0.662,0.742,-0.00195611,-0.0202388,5.97909e-05,0.000618625,
41547.2,0.00490602,0.047,0.133,0.603,0.684,-9.43053e-05,-0.0192224,2.73669e-06,0.000557823,
342275,0.00170928,0.047,0.286,0.558,0.668,-1.06498e-05,-0.00623058,9.97679e-08,5.83685e-05,
459.192,0.0466662,0.042,0.136,0.681,0.676,-0.000745729,-0.0159801,1.79671e-05,0.000385012,
1.12967e+10,9.4086e-06,0.045,0.135,0.554,0.715,-1.77663e-07,-0.018883,5.06407e-09,0.000538238,
1.56767e+13,2.52565e-07,0.046,0.179,0.557,0.659,8.68039e-09,0.034369,4.42355e-10,0.00175146,
6781.36,0.0121434,0.059,0.19,0.655,0.675,-0.000249063,-0.0205101,7.71508e-06,0.000635329,
1.12226e+09,2.98507e-05,0.047,0.273,0.601,0.706,9.89403e-07,0.0331451,4.86489e-08,0.00162974,
1.11402e+06,0.000947445,0.054,0.197,10.002,0.701,2.80906e-05,0.0296488,1.23697e-06,0.00130559,
3.86015e+11,1.60953e-06,0.041,0.392,0.799,0.658,-2.30553e-08,-0.0143243,4.97835e-10,0.000309305,
18741.2,0.00730468,0.022,0.179,0.77,0.835,0.000108951,0.0149153,2.42563e-06,0.000332065,
4.6691e-06,462.79,0.049,0.145,0.663,0.764,1.46353,0.00316241,0.00695801,1.50349e-05,
3.54961e+07,0.000167845,0.043,0.214,0.617,0.636,-1.23527e-06,-0.00735956,1.36642e-08,8.14097e-05,
5.60734e+08,4.22301e-05,0.029,0.185,0.545,0.68,-2.44876e-07,-0.00579862,2.13549e-09,5.05681e-05,
283067,0.00187956,0.043,0.175,0.692,0.732,4.93459e-05,0.026254,1.92644e-06,0.00102494,
1.4181,0.839744,0.027,0.38,0.6,0.9,-0.012753,-0.0151867,0.000291884,0.000347587,
176.446,0.0752824,0.041,0.192,0.907,0.568,-0.00126751,-0.0168367,3.21865e-05,0.000427543,
3.79963e+10,5.13014e-06,0.06,0.186,0.644,0.669,-6.21335e-08,-0.0121115,1.13369e-09,0.000220985,
1400.81,0.0267184,0.054,0.197,0.762,0.673,-0.000313684,-0.0117404,5.54696e-06,0.000207608,
1.1653e+06,0.000926363,0.054,0.136,0.683,0.669,1.89485e-05,0.0204547,5.77362e-07,0.000623257,
1.11253e+10,9.48076e-06,0.054,0.166,0.715,0.705,-1.81579e-07,-0.0191523,5.2496e-09,0.000553711,
4.42382e+06,0.000475446,0.05,0.138,0.544,0.785,1.48302e-05,0.0311923,6.86647e-07,0.00144422,
7.32678e+06,0.00036944,0.055,0.14,0.973,0.663,-6.68893e-06,-0.0181056,1.82743e-07,0.000494649,
1.14562e+15,2.95447e-08,0.049,0.14,0.697,0.799,1.15373e-09,0.0390503,6.67004e-11,0.00225761,
0.034626,5.37401,0.05,0.184,0.707,0.659,-0.066092,-0.0122984,0.00122452,0.000227859,
9.3541e+10,3.26963e-06,0.052,0.143,0.77,0.951,-3.66458e-08,-0.0112079,6.18229e-10,0.000189082,
6.69721e+14,3.86414e-08,0.05,0.133,0.595,0.804,-6.74131e-10,-0.0174458,1.77423e-11,0.000459151,
564428,0.00133105,0.06,0.135,0.822,0.813,-1.24637e-05,-0.00936375,1.75554e-07,0.000131891,
1.55877,0.800958,0.043,0.194,0.879,0.713,-0.0163722,-0.0204408,0.000505328,0.000630905,
2.2595e+13,2.10375e-07,0.054,0.14,0.597,0.832,-8.46597e-10,-0.00402423,5.1017e-12,2.42505e-05,
31779,0.00560957,0.053,0.135,0.681,0.624,-3.19271e-05,-0.00569155,2.72878e-07,4.8645e-05,
14748,0.00823444,0.047,0.185,0.923,0.715,0.000313356,0.0380543,1.76607e-05,0.00214473,
32150.1,0.0055771,0.05,0.196,0.727,0.738,-2.01571e-05,-0.00361426,1.0943e-07,1.96214e-05,
22.666,0.210045,0.052,0.196,0.732,0.665,-0.00317113,-0.0150974,7.21812e-05,0.000343646,
2.83568e+11,1.8779e-06,0.043,0.181,0.753,0.675,6.75979e-08,0.0359966,3.60626e-09,0.00192037,
302734,0.00181748,0.041,0.208,0.684,0.611,2.39013e-05,0.0131508,4.69387e-07,0.000258263,
9.02669e+11,1.05253e-06,0.047,0.187,0.72,0.703,1.01003e-08,0.00959616,1.44951e-10,0.000137716,
8.3514e+15,1.09426e-08,0.046,0.179,0.733,0.623,-1.35308e-10,-0.0123652,2.51976e-12,0.000230271,
9.88699e+07,0.00010057,0.055,0.193,0.7,0.646,-1.81075e-06,-0.0180049,4.92e-08,0.000489212,
3.3384e+07,0.000173074,0.062,0.133,0.672,0.66,-1.59052e-07,-0.000918987,2.18279e-10,1.26119e-06,
1.78467e+08,7.4855e-05,0.054,0.135,0.562,0.66,-1.39015e-06,-0.0185713,3.897e-08,0.000520607,
2.41371e+06,0.000643661,0.055,0.192,0.986,0.715,-9.93692e-06,-0.0154381,2.31317e-07,0.000359378,
6.66512e+06,0.000387343,0.054,0.182,0.669,0.649,-8.04209e-06,-0.0207622,2.52185e-07,0.000651063,
2.21599e+08,6.71763e-05,0.054,0.212,0.735,0.894,7.38211e-07,0.0109892,1.21217e-08,0.000180447,
2.08031e+09,2.19248e-05,0.036,0.146,0.612,0.746,-1.29063e-07,-0.0058866,1.14051e-09,5.20189e-05,
2.68346e+09,1.93042e-05,0.055,0.184,0.714,0.706,-3.6818e-07,-0.0190725,1.05993e-08,0.000549064,
9.62056,0.322404,0.054,0.184,0.55,0.879,-0.00578582,-0.0179459,0.000156701,0.000486039,
2.3136e+12,6.5744e-07,0.054,0.178,0.598,0.751,-4.40599e-09,-0.00670174,4.43947e-11,6.75267e-05,
0.563991,1.33157,0.054,0.14,0.643,0.65,-0.0184819,-0.0138797,0.000386477,0.000290241,
1376.13,0.026957,0.043,0.194,0.72,0.698,-0.000263447,-0.00977287,3.8743e-06,0.000143722,
3.38165e+07,0.000171963,0.039,0.13,0.879,0.653,-1.72644e-07,-0.00100396,2.61934e-10,1.5232e-06,
0.00177756,23.7185,0.045,0.137,0.732,0.773,-0.344374,-0.0145192,0.00753593,0.000317724,
1.08206e+07,0.000304,0.049,0.188,0.751,0.647,-5.83456e-06,-0.0191926,1.69035e-07,0.000556036,
2.10267e+09,2.18079e-05,0.054,0.196,0.592,0.772,-8.70714e-08,-0.00399265,5.23869e-10,2.40219e-05,
7.10166,0.37525,0.05,0.14,0.633,0.646,-0.00633433,-0.0168803,0.00016129,0.000429821,
1.63957e+11,2.46965e-06,0.061,0.141,0.68,0.717,-4.34184e-08,-0.0175808,1.15165e-09,0.00046632,
323132,0.00175918,0.041,0.192,0.666,0.559,3.59584e-06,0.00204404,1.10595e-08,6.28671e-06,
22674.1,0.00664102,0.043,0.179,0.678,0.628,-8.58693e-05,-0.0129301,1.67266e-06,0.000251867,
1.69457e+14,7.68192e-08,0.054,0.138,0.572,0.69,-1.38264e-09,-0.0179986,3.75522e-11,0.000488838,
6474.11,0.0124283,0.05,0.181,0.61,0.663,-0.000257266,-0.0207001,8.04383e-06,0.000647222,
4.35112,0.479401,0.043,0.168,0.688,0.67,0.0118634,0.0247462,0.000436723,0.000910976,
46765,0.00462423,0.047,0.255,0.546,0.64,-6.50869e-05,-0.0140752,1.38069e-06,0.000298576,
4.11927e+10,4.92708e-06,0.048,0.365,0.565,0.751,-8.77558e-08,-0.0178109,2.35877e-09,0.000478736,
3.14866e+15,1.78212e-08,0.043,0.19,0.829,0.858,-2.8221e-10,-0.0158356,6.7395e-12,0.000378173,
3.26523e+08,5.53405e-05,0.049,0.14,0.665,10.733,2.30466e-07,0.0041645,1.437e-09,2.59665e-05,
328.395,0.0551826,0.053,0.187,0.921,0.645,-0.000212643,-0.00385345,1.22935e-06,2.22778e-05,
1.26441e+07,0.000281226,0.043,0.193,0.584,0.657,-2.07315e-06,-0.00737184,2.2992e-08,8.17564e-05,
344863,0.00170285,0.042,0.179,0.92,0.697,-1.2255e-05,-0.00719678,1.32597e-07,7.78677e-05,
6.23488e+10,4.00485e-06,0.043,0.142,0.666,0.632,1.64408e-07,0.0410523,9.98534e-09,0.00249331,
2.33215e+13,2.07072e-07,0.044,0.18,0.635,0.673,-1.68777e-09,-0.00815061,2.07052e-11,9.99903e-05,
4.82587e+09,1.4395e-05,0.044,0.138,0.83,0.71,2.63569e-07,0.0183097,7.19501e-09,0.000499827,
51974.4,0.00438637,0.044,0.341,0.649,0.613,7.55722e-06,0.00172289,1.95578e-08,4.45876e-06,
2.9136e+08,5.85848e-05,0.055,0.131,0.803,0.693,1.47597e-06,0.0251938,5.53046e-08,0.000944009,
8.28209e+06,0.00034748,0.042,0.184,0.837,0.623,-8.45175e-07,-0.0024323,3.08501e-09,8.87822e-06,
1.49848e+10,8.16911e-06,0.044,0.133,0.571,0.65,2.20706e-07,0.0270172,8.86394e-09,0.00108506,
5.44063e+06,0.000428721,0.042,0.185,0.6,0.724,-2.30112e-06,-0.00536741,1.85682e-08,4.33107e-05,
28071.9,0.00596849,0.044,0.138,0.658,0.638,-0.000114938,-0.0192575,3.34159e-06,0.000559871,
27841.8,0.00599309,0.042,0.319,0.554,0.653,-0.000117755,-0.0196484,3.49339e-06,0.000582903,
1.18097e+11,2.90991e-06,0.042,0.19,0.628,0.66,-5.55783e-08,-0.0190997,1.6023e-09,0.000550636,
0.000830659,34.6967,0.043,0.142,0.692,0.838,0.666409,0.0192067,0.0190811,0.00054994,
3.85917e+09,1.60973e-05,0.041,0.328,0.673,0.692,6.0186e-07,0.0373889,3.33348e-08,0.00207083,
1556.62,0.0253459,0.043,0.143,0.614,0.65,-0.000497391,-0.0196241,1.47372e-05,0.000581444,
47887.5,0.00456971,0.049,0.132,0.698,0.913,-5.26989e-05,-0.0115322,9.15024e-07,0.000200237,
13160.8,0.00871685,0.043,0.19,0.608,1.076,3.89293e-05,0.00446598,2.59839e-07,2.98088e-05,
231113,0.00208012,0.053,0.184,0.618,0.67,6.36782e-05,0.0306128,2.89432e-06,0.00139142,
1.11684e+08,9.46248e-05,0.067,0.203,0.658,0.638,-1.92878e-06,-0.0203834,5.93718e-08,0.000627444,
645925,0.00124425,0.05,0.139,0.915,0.659,-2.3364e-05,-0.0187775,6.62287e-07,0.000532276,
68553.9,0.0038193,0.053,0.134,0.688,0.625,0.000125906,0.0329658,6.15721e-06,0.00161213,
0.00016714,77.35,0.045,0.135,0.679,0.65,-1.33408,-0.0172474,0.0347137,0.000448788,
17.6484,0.238038,0.05,0.135,0.653,0.744,0.00522219,0.0219384,0.000170603,0.000716706,
6.23384e+11,1.26655e-06,0.055,0.136,0.773,0.675,-1.81243e-08,-0.01431,3.90855e-10,0.000308599,
0.053796,4.31147,0.048,0.192,12.028,0.679,0.0982389,0.0227855,0.00333214,0.000772855,
1.72485e+06,0.00076142,0.047,0.31,0.536,0.673,-1.57137e-05,-0.0206373,4.89759e-07,0.000643219,
1.34634e+07,0.000272535,0.045,0.192,0.552,0.718,1.1579e-06,0.00424861,7.36327e-09,2.70177e-05,
3.36995e+07,0.000172261,0.042,0.184,0.619,0.679,-8.72533e-08,-0.000506517,5.82077e-11,3.37903e-07,
7.75424e+10,3.59112e-06,0.045,0.133,0.595,0.688,6.28199e-08,0.0174931,1.63891e-09,0.000456378,
1.50315e+06,0.00081564,0.055,0.149,0.67,0.654,-1.31119e-05,-0.0160755,3.17814e-07,0.00038965,
7.22781e+08,3.7196e-05,0.044,0.367,0.618,0.973,-6.73241e-07,-0.0180998,1.83863e-08,0.000494309,
